start	end	text
1248540	1249540	那么这样子的话
1249940	1251740	扫描法的读取文件
1252140	1253340	是不是也可以做出来
1253940	1255940	这就是最终的一个效果了
1256140	1257140	那么跟之前啊
1257140	1259140	咱们讲的用picture books
1259540	1260540	去读图像
1260940	1263740	到逻辑基本上是一模一样的
1263940	1265940	只不过是最后展示图片
1265940	1267940	诶用到了其他工具了
1268340	1269740	那么到这里为止啊
1269940	1273340	大家把这两种方式都写一些
1351540	1352540	诶
1376140	1377940	大家把代码给人写一下啊
1378540	1381340	这是咱们做联合编程当中最重要的一步
1381540	1382940	你要做联合编程啊
1382940	1385540	你的图像就得倒入进去啊
1387340	1388540	诶打开微生pro
1388940	1389740	接下来啊
1389740	1391540	咱们讲一讲怎么去做检测
1391940	1393140	那么做检测
1393140	1395740	我们还是挑其中最简单的案例去做啊
1396140	1397940	那挑个什么最简单的案例啊
1398540	1399340	在这里啊
1399340	1400940	咱们得一个简单的案例
1402340	1403940	我看看拿个案例简单点
1408940	1410140	我们用模板匹配吧
1411140	1413340	模板匹配里边拿个简单点
1418540	1419740	这个齿轮检测吧
1419740	1420340	行不行
1421140	1423340	齿轮检测的这个尺数够不够
1424340	1424940	行不行
1425740	1428740	诶把这个齿轮检测的案例得出来
1429140	1432540	那么我们把他的这个素材得出来之后
1432940	1435940	我们接下来联合编程要怎么去做呢
1436140	1438540	要保存谁的vpp文件
1438940	1439540	在这里啊
1439540	1442140	保存的不是咱们作业编辑系的vpp啊
1442540	1443740	保存的是谁
1443940	1445740	保存的是我们的toolblock
1446940	1448140	他的vpp文件
1448540	1450940	那么toolblock本质上是不是也是一种工具啊
1452140	1454140	乐宝他里边是不是有保存案例啊
1454740	1456140	所以说我们要在这里保存
1456140	1459740	保存的是我们的toolblock这个工具的界面的内容
1460140	1461540	所以说在保存前
1461840	1463740	大家需要在toolblock里边
1463940	1464540	来吧
1464540	1465940	把这个案例给做一下
1466340	1469940	先把里边的这个齿轮的尺数的逻辑给对出来
1473940	1476340	诶快速的把这个案例给做一做啊
1480340	1482140	快速的把这个案例给做一做
1482340	1485340	把里边的所有的尺都匹配出来
1493740	1513540	确保啊你的这三个图片的检测结果都没毛病啊
1514140	1515340	没毛病之后
1515740	1515940	诶
1516540	1518140	干到这就可以了
1521740	1523140	大家先跟着做一下啊
1523140	1525540	把他的这个尺数给检测出来
1553740	1558540	大家先把这一步啊给做出来
1559740	1560740	做上面啊
1561540	1564340	一个普普通的模板匹配啊
1564940	1568340	把他的这个尺数规格以及模板数量
1568540	1571340	还有他的各种参数都设置好啊
1571940	1574340	那么尺数的模板匹配啊
1575340	1578740	把他的这个尺数规格以及模板数量
1578940	1581740	还有他的各种参数都设置好啊
1582340	1583940	那么设置好之后
1584140	1586540	我们是不是就是在这三张图片能够做的啊
1586940	1589740	那如果再来六七八张这样的图片
1589740	1591140	我们是不是一定可以做检测了
1591740	1594940	那么我们就把这种效果翻到我们的威士忍队当中
1595140	1598140	那么在这里我们的模板匹配是不是已经检测好了啊
1598540	1599340	是不是啊
1599540	1602740	检测好之后需要做一件事啊
1602940	1603740	做一件什么事
1604940	1608540	我们需要把我们的结果以及输入和输出
1608740	1610540	都得设置一下
1610740	1611540	怎么设置
1611940	1614740	模板匹配的结果是不是他的抗它
1615140	1615740	来吧
1615740	1617540	通过添加中端的形式
1617740	1619340	把抗它给加出来
1619940	1621240	加出来之后
1621640	1627140	将这里的relaught抗它与下边的output进行连接
1627140	1631740	那这样子的结构是不是就是输入是用这张图输入的
1631940	1634740	输出是不是就把这个结构输出去了啊
1634940	1638740	那么这两个口我们就可以在我们的
1638940	1641740	威士忍队当中去获取到
1641940	1644140	那么把这里的数量结构移到这
1644340	1646540	那么我们就把这个数量结构移到这
1646740	1648540	我们就把这个数量结构移到这
1648740	1650940	我们就把这个数量结构移到这
1651140	1653340	我们就把这个数量结构移到这
1653540	1655540	我们就把这个数量结构移到这
1655540	1657340	我们就把这个数量结构移到这
1657540	1659140	那么移到这是不是叫这个名字啊
1659940	1660740	是不是啊
1660940	1662740	这个名字啊一定要记住
1662940	1663940	这个名字要记住
1664140	1666340	上面这个名字也得记住
1668340	1669940	那么我们结个图啊
1675140	1677340	做完之后是长这个样子的
1682140	1682940	做完没有
1683740	1686140	做完之后点击
1686340	1688740	这个工具里边的另存为
1689540	1690340	保存
1691540	1692940	保存怎么保存
1693540	1696340	保存不带图像或结果的工具
1698340	1700740	保存不带图像或结果的工具
1701140	1703340	然后你先保存到桌面上
1703940	1704940	起个名字啊
1705340	1707740	叫做齿轮点VPP啊
1713140	1714540	或者就叫齿轮啊
1714940	1716940	那么名字就是齿轮点VPP
1717740	1720940	那么把这个工具给保存一下
1720940	1722340	保存完毕之后
1722540	1724740	就保存到桌面上就可以了啊
1729340	1730140	这个
1730740	1731940	大家会做吧
1732740	1733540	能做吧
1734140	1736140	大家跟着做一做啊
1737940	1740140	做完之后将这个
1740340	1742140	two block的这个工具啊
1742340	1745340	保存不带图像或结果的工具啊
1745740	1747740	为什么要用不带图像或结果啊
1748140	1750740	我们保存的时候就不要再图像或结果了
1750740	1752740	可能会有所影响
1752940	1754540	但是这个工具里边的
1754540	1756540	这个模板匹配里面的这种参数
1756940	1757940	也好模板也好
1757940	1758740	是不是都还在
1759340	1760140	是不是都还在
1760540	1763140	这样子的话就相当于我们用这个工具
1763140	1765340	搭建了一个模板
1765940	1767540	或者说搭建了一个模型
1767540	1768340	我好像这样啊
1768740	1770340	那么我们是不是就看把这个模型
1770340	1771940	保存成这种VPP啊
1772340	1774540	然后再维持世界的做法
1774540	1775540	我们来用用它
1776540	1778740	那么大家现在的任务就是
1778940	1780340	照着老师的操作
1780740	1783340	把你的这个齿轮的指数已经检测出来
1783540	1785540	而且确保是检测的是对的
1785740	1788740	然后把你这里的输出的数量
1788740	1791140	连接下边的outboots
1791940	1793140	连接完之后
1793140	1794740	它这里的名字是不是就叫做
1794740	1795940	水槽子的方法啊
1796540	1797340	是不是啊
1797540	1800340	那么这个名字跟上面的一个名字
1800540	1801540	大家要记住
1801940	1803340	等会我们会用到吧
1806940	1808140	这是这一步啊
1830340	1831940	哦
1860340	1861940	嗯
1891340	1891940	嗯
1906940	1907940	大家把这一步啊
1907940	1909140	跟着去做一做
1910140	1912140	是不是已经把这里的工具给保存了
1913140	1914340	工具是不是保存了
1914940	1915740	保存之后
1915740	1916340	来吧
1916940	1918340	创建Visual Studio
1919340	1921340	创建一个新项目啊
1922340	1924340	现在是联合编程啊
1924340	1925340	第三节
1926340	1929340	检测功能
1932340	1935340	如何在Visual Studio当中
1935340	1937940	实现检测功能呢
1938940	1940740	先把这个安利啊
1940740	1942340	先创建出来
1942740	1944340	创建出来之后
1944340	1945340	在里边啊
1945340	1947940	来咱们拖拽几个空间啊
1948540	1949540	首先啊
1949540	1950940	先队一个Panel
1953140	1953540	哎
1953540	1954740	先队一个Panel
1958340	1959740	这是第一个Panel
1960540	1962940	然后再队第二个Panel
1972940	1974740	再队第二个Panel
1979340	1980340	两个Panel
1982340	1983740	然后再队一个按钮
1983740	1984540	放到旁边
1986940	1987340	哎
1987340	1988540	队两个按钮啊
1991140	1992340	第一个按钮
1992340	1994140	表示切换图片
1998540	2000540	而第二个按钮表示
2001340	2003740	检测目标
2004740	2005740	或者咱分开吧
2006340	2007740	第二个按钮啊
2007740	2009740	加载VPP文件
2010940	2011940	再队个按钮啊
2011940	2012940	检测目标
2019740	2021540	把这三个按钮的属性啊
2021540	2022540	设置设置
2028740	2031340	然后创建对应的点击事件
2036740	2040540	把这三个按钮的点击事件设置一下
2055540	2058540	把这三个按钮的点击事件设置一下
2065940	2069540	把这三个按钮的点击事件设置一下
2080740	2084540	把这三个按钮的点击事件设置一下
2085740	2087140	判断什么
2087140	2088140	判断什么
2089740	2090940	判断什么
2090940	2092240	判断什么
2092240	2093340	判断什么
2093340	2094740	判断什么
2094740	2095440	判断什么
2095440	2103440	那么这个界面 大家好没啊
2103440	2106440	大家好之后 为什么要用两个panel呢
2106440	2109440	首先第一个panel 那肯定就是咱们刚刚所学的
2109440	2112440	是不是得展示图片 是不是啊
2112440	2115440	那么在第一个里面啊 对一个display
2115440	2123440	靠个recorder的display
2123440	2133440	然后设置display的dok属性为-
2133440	2140440	那么这个display的功能 是不是就是用来展示图片的
2140440	2143440	那么第二个panel 负责放什么
2143440	2147440	咱们刚刚是不是已经把to block的这个工具文件
2147440	2149440	vpp 给保存起来了
2149440	2152440	那咱们既然要用这个vpp来减速目标
2152440	2156440	是不是得把这个文件工具给加载出来啊
2156440	2159440	所以说 第二个展示的内容
2159440	2166440	来 写一下 叫做to block工具
2166440	2171440	那么对应的空间 叫做靠个to block
2171440	2173440	edit VR
2173440	2175440	能看懂不
2175440	2178440	在这里啊 有两个to block的空间
2178440	2181440	那么正常来说 我们是不是应该用第一个来表示啊
2181440	2184440	但是在这里啊 我们用的是第二个
2184440	2186440	为什么用第二个呢
2186440	2189440	在这里啊 这两个工具大家要分清啊
2189440	2193440	其中的靠个to block的它的作用就是工具
2193440	2196440	你是用它来做检测的
2196440	2198440	而第二个edit VR呢
2198440	2200440	它就是用来展示效果的
2200440	2202440	就是你看 它在图中啊
2202440	2206440	是可以展示出来你的vpp的文件的内容的效果的
2206440	2208440	这个能理解不
2208440	2209440	能理解不
2209440	2211440	一个是让你去使用的
2211440	2215440	一个是让你去查看你的这个vpp里边有什么东西的
2215440	2217440	一个是看的 一个是使用的
2217440	2219440	一个是工具 一个是图片
2219440	2222440	不是图片 一个是图片 一个是工具 一个是图形
2222440	2224440	能理解不
2224440	2226440	能理解不
2226440	2228440	在这里啊 to block工具是不可见的
2228440	2230440	因为它就是个工具
2230440	2232440	你是让它用来去检测的
2232440	2236440	而下边的edit VR是让你去在图中查看的
2236440	2237440	能理解吧
2237440	2240440	那么把这个空间拖转过来
2240440	2242440	并设置副
2242440	2244440	搞定
2256440	2265440	Doh
2273440	2277440	那么这个空间 大家拖转好没有
2277440	2278440	拖转好没有
2278440	2279440	拖转好之后
2279440	2282440	来 咱们把准备工作给做一做
2282440	2285440	在写代码之前 咱们把准备工作做一做
2285440	2286720	什么准备工作
2286980	2290300	你既然要用这个vpp去检测目标
2290560	2293900	那你是不是得用路径标准来获取你的vpp
2294400	2296440	所以说在你的debug里边来吧
2296700	2297980	创建一个文件夹
2298240	2299780	vpp
2302600	2304120	然后再对一个文件夹
2304380	2306940	让你去填素材的
2307200	2309500	一个vpp文件一个素材文件
2309760	2313600	那么把刚刚我们保存到桌面上的这个vpp
2313860	2314620	丢进去
2315900	2316980	丢进去啊
2317480	2319780	丢进去啊等会我们要去使用它
2319780	2346140	大家把这些准备工作跟着做一下
2379780	2393600	那么把vpp文件放进去那素材呢
2394360	2396680	就把咱们的这几个齿轮的素材啊
2397440	2398460	也得进去
2407940	2409720	这是咱们的准备工作啊
2409980	2410500	准备工作
2420740	2422780	把准备工作给做了啊
2423300	2424060	做完之后
2424320	2426380	接下来啊就可以做检测了
2427660	2429440	先把准备工作给做一做啊
2430220	2431500	这是咱们的设计界面
2432260	2435840	然后在你的debug的这个文件夹当中啊
2436620	2438400	记得创建好vpp文件
2438660	2439680	和素材文件
2439780	2454380	然后别忘了把首选32位啊给去掉
2455400	2457700	这是咱们的准备工作啊准备工作
2463340	2465380	在这里的准备工作啊你可别落下
2465900	2468960	在debug当中啊创建一个vpp文件夹
2469160	2471980	用于存放你的刚刚保存的这个工具
2472500	2473260	能理解不
2474040	2476840	再创建一个素材啊用于保存你的图像
2477100	2477960	这个能理解不
2479160	2479920	能理解不
2480800	2483500	然后把你的这个界面啊搭建搭建
2483760	2486840	然后把这三个按钮的点击事件设置设置
2559200	2560960	放下最后一边 scar
2568160	2568820	按钮
2568820	2598620	那么准备工作,大家做完没啊?做完没啊?做完之后来进入代码,我们把这个最简单的最简化的列合别程去做一做
2598820	2607860	首先啊,你是不是得把图片导入进去啊?来吧,正好把刚刚做的内容复习一下,把图片给导入一下
2658820	2688740	在这个next clink,就是这里的切换图片这里啊,把咱们到这里的导入图片的
2688740	2690740	第二种方式啊,给对进去
2748740	2778660	先把这个切换图片的逻辑先对出来啊
2779620	2782420	写完之后,你应行啊,先看看效果
2785620	2788820	先确保你的图片可以导入进去啊
2808740	2810740	再确保你的图片可以导入进去啊
2838740	2841060	再确保你的图片可以导入进去啊
2868740	2871060	再确保你的图片可以导入进去啊
2898740	2914100	先把这个图片导入啊,先做出来
2916260	2922820	图片导入做出来之后,接下来就是咱们的重点了啊,如何检测目标
2928740	2944820	再确保你的图片可以导入进去啊
2944820	2958900	再确保你的图片可以导入进去啊
2958900	2968900	再确保你的图片可以导入进去啊
2968980	2976980	再确保你的图片可以导入进去啊
2976980	2984980	再确保你的图片可以导入进去啊
2984980	2992980	再确保你的图片可以导入进去啊
2993060	2999060	再确保你的图片可以导入进去啊
2999060	3009060	再确保你的图片可以导入进去啊
3009060	3017060	再确保你的图片可以导入进去啊
3017140	3027140	再确保你的图片可以导入进去啊
3027140	3037140	再确保你的图片可以导入进去啊
3037140	3045140	再确保你的图片可以导入进去啊
3045140	3055140	再确保你的图片可以导入进去啊
3055140	3065140	再确保你的图片可以导入进去啊
3065140	3073140	再确保你的图片可以导入进去啊
3073140	3083140	再确保你的图片可以导入进去啊
3083140	3093140	再确保你的图片可以导入进去啊
3093140	3101140	再确保你的图片可以导入进去啊
3101140	3111140	再确保你的图片可以导入进去啊
3111140	3121140	再确保你的图片可以导入进去啊
3121140	3129140	再确保你的图片可以导入进去啊
3129140	3139140	再确保你的图片可以导入进去啊
3139140	3149140	再确保你的图片可以导入进去啊
3149140	3157140	再确保你的图片可以导入进去啊
3157140	3167140	再确保你的图片可以导入进去啊
3167140	3177140	再确保你的图片可以导入进去啊
