start	end	text
1602180	1603300	是不是也不够
1603300	1605860	是不是也得转转类型,看看是不是它
1605860	1610660	所以说,我们在判断这个工具的过程中
1610660	1613460	再得判断一次,叫做语
1613540	1616500	你不仅得获取到叫这个名字的工具
1616500	1619700	你还得把这个工具转成对应的类型,看能不能转
1619700	1624180	叫做ctp.tooth方括号
1624180	1626980	这一次用的是方括号
1630020	1631860	然后写上它的名字
1631860	1636580	iscogblub2
1636740	1650340	试试将这个工具获取到的工具转成blub的工具
1650340	1652900	那么代码写完,发现
1652900	1656180	我原本要把这个获取到这个名字的工具转成
1656180	1659540	靠个blub2的类型能转过
1659540	1660740	是不是不能转
1660740	1663620	它说是不是缺少对应的U0引用了
1663620	1665860	那么缺少引用,那咱加呗
1665940	1667700	对吧,咱加个引用
1667700	1669860	咱们把blub工具的引用加进去
1671380	1673060	在这里需要加blub了
1673060	1676180	那么咱们就把blub对应的程序节加进去
1676180	1677460	然后重写一下
1679140	1681620	叫做cogblub
1686260	1687460	还没有呢,咱手动加吧
1690100	1690580	U0
1696340	1699860	cogblub.wishinpro.blub
1701140	1703540	然后把我们的blub工具写到这
1706500	1709620	那么这样子你获取到的工具
1709620	1711540	是不是既能保证名字对的
1711540	1713060	而且能保证类型是对的
1713860	1714740	是不是
1714740	1719140	它跟上面咱们获取的脚本里面的一个代码也是类似的
1719700	1721860	那么咱们上面的脚本里面
1721860	1725140	是不是给我们那个工具写的名字叫blub
1725220	1727700	在这里面我们时光判断了一个这个工具
1727700	1728740	并获取工具
1728740	1730180	那么它是不是也得写一个名字啊
1730900	1731380	是不是
1732340	1732740	是不是
1734740	1735300	咱冷了
1736180	1736580	你看吧
1737140	1739620	你的toolblub里面是不是先判断
1739620	1742020	你的toolblub里面有没有这个名字的工具
1742660	1743460	这个能理解吧
1744180	1746260	有这个名字的工具的同时
1747140	1748180	干什么
1748180	1749380	你的类型是不是也得对
1750420	1750900	是不是
1751540	1754740	你叫这个cogblub不一的这个工具
1754820	1756740	是不是它的类型必须是该工具啊
1757700	1759620	防止其他工具改没有改
1760740	1762900	那么类型判断好的
1762900	1764260	名字也判断好了
1764260	1766820	我们给它起个小名之后要用
1766820	1768100	那么在哪起名字
1768740	1772580	就在aizcogblub脱后边起个名字
1773140	1774260	叫blub一就可以了
1776260	1778100	那么这就是咱们今天啊
1778100	1779700	讲的新的一个内容
1780260	1784340	叫做在toolblub工具里边获取
1784820	1786340	对应的工具
1787540	1789060	那么获取到之后
1789060	1791460	那你是不是就可以在aif里边用这个工具了
1792900	1793380	是不是啊
1794900	1797300	这个是最重要的一步啊
1797300	1798100	获取工具
1800660	1802100	那么获取工具
1802100	1804260	首先是获取工具的名字
1804260	1806020	有没有叫这个名字的工具
1806580	1807860	然后再判断
1807860	1809460	你叫这个名字的工具
1809460	1812420	它究竟是不是这个工具类型
1813140	1814260	然后再给它起个名
1814740	1816020	这就是它的一个逻辑
1816020	1816820	能理解不
1818020	1819700	把这个工具写完之后
1819700	1821140	那么接下来工具有了
1821940	1822740	工具有了之后
1825700	1828020	是不是就可以获取工具里边的结果了
1828660	1831140	那么获取工具里边的结果的代码
1831140	1834260	就跟咱们在脚本当中写的就一模一样了
1834260	1836180	比如说我要便利整个班点
1836180	1837300	是不是得获取数量
1837940	1839300	int一个数量啊
1839300	1842340	这个aiz1或者int一个ce吧
1842980	1851700	等于blab1的结果的guetblabz的cont
1852980	1853860	剩下的代码
1853860	1855860	是不是就跟我们脚本里面的一模一样了
1857060	1858340	获取数量
1858340	1862740	然后复循环便利所有班点的结果
1862740	1863700	那么int一个i
1864180	1868340	默认等于0i小于ce i加加
1868900	1870740	然后在循环里边
1870740	1874740	把将我们每一个班点的面积给获取到
1874740	1876580	叫做double一个a1
1877220	1878900	或者说就double一个area吧
1879860	1885700	等于你对应blab1的结果的guetblabz的
1886340	1889540	所影值的面积
1891620	1892260	那么你看
1892980	1894900	我们把工具获取到之后
1894900	1896820	在这个aif里边写的逻辑
1896900	1899380	是不是就跟我们在脚本当中写的逻辑一模一样了
1899940	1903540	这就是在联合编程当中写脚本的方式
1904100	1905780	那么我们这个案例
1905780	1907700	我们还记不记得当时怎么判断的
1908420	1910660	合格将到是不是大概是4000像素啊
1911220	1912740	不合格将到是不是大概2000
1913380	1917060	那么我们取中间值3000为化界线
1917060	1919380	那么如果你当前的这个面积大于3000
1919380	1920180	是不是就是合格的
1920820	1924580	如果当前的这个面积不是3000
1924580	1925460	是不是就是不合格的
1926260	1928260	所以说在这里我们可以记个数
1930180	1930980	我们可以记个数
1934260	1936020	硬撤一个合格
1938500	1940500	然后硬撤一个不合格
1945780	1947620	然后判断它的面积
1948580	1952100	如果你的面积大于等于3000
1952660	1954180	那么就认为是合格的
1954260	1955780	那么合格累加1
1959060	1962340	然后如果你的面积是不合格的
1962900	1965460	那么不合格累加1
1966900	1967220	搞定
1968820	1971140	那么否讯凡虚幻完毕
1971140	1974740	那么你的合格不合格的数量是不是就都有了
1976100	1976500	是不是
1977300	1980100	然后就可以用label进行表示了
1980740	1982260	那么虚幻完毕之后
1983220	1984660	我们看看我们的合格不合格
1987060	1988740	合格是label1不合格label2
1989460	1990980	合格label1那么就是
1991940	1995540	label1.txt等于合格
1998100	2001140	帽号加上这里的合格的数据
2001780	2009140	然后label2就是不合格
2010420	2012100	加上不合格的内容
2012500	2012900	搞定
2020500	2022660	然后至于漏装没漏装
2022660	2024500	那么我们单独判断是不是就可以了
2025620	2026500	直接对个F
2027060	2030500	判断你的count c1是否等于15
2031460	2037140	如果等于15那么你的label3.txt
2037860	2042340	就是漏装数量为0
2043620	2044340	直接歇死
2045860	2047380	那如果不为15
2047860	2048980	是不是说明少下了
2049940	2050340	是不是
2050980	2052100	所以说我们计算一下
2052740	2054740	int一个relaut等于15
2055300	2056100	减去c1
2056580	2059940	然后让label3为relaut就可以了
2059940	2060580	漏装数
2063940	2064260	搞定
2065220	2068180	那么relaut i.s
2070420	2071700	那么到这里为止
2072260	2072900	干案例
2073220	2073940	是不是就做完了
2075220	2077540	做完之后来运行看看效果
2077860	2079300	运行完大家再写
2081700	2084980	运行切图加在vpp
2086340	2088740	检测目标效果出来没有
2089540	2090740	合格15不合格0
2091300	2092900	再切再检测
2093460	2095060	合格13不合格2个
2095300	2096740	再切再检测
2096980	2098420	合格13不合格2个
2098820	2100260	再切再检测
2100660	2101940	合格13不合格1个
2101940	2102580	漏装1个
2103700	2104100	效果
2104580	2105300	是不是就出来了
2106260	2110100	那么这就是咱们这个案例的一个完整写法
2110660	2113220	那么大家把这个案例写一写
2114260	2115540	最重要的一句代码
2115540	2117060	就是上面的这一句代码
2117060	2117700	if判断
